siren,date_jugement,nature_jugement
441232014,2019-06-26,Jugement d'ouverture de liquidation judiciaire
441233228,2019-11-12,Jugement d'ouverture de liquidation judiciaire
441234481,2018-11-12,Jugement d'ouverture de liquidation judiciaire
441237765,2018-02-14,Jugement d'ouverture de liquidation judiciaire
441239621,2018-01-23,Jugement d'ouverture d'une procédure de redressement judiciaire
441242906,2017-07-21,Autre jugement d'ouverture
441246725,2020-11-17,Jugement d'ouverture d'une procédure de redressement judiciaire
441246782,2017-08-17,Jugement d'ouverture de liquidation judiciaire
441249638,2021-10-27,Jugement d'ouverture de liquidation judiciaire
441249943,2020-10-21,Jugement d'ouverture de liquidation judiciaire
441250487,2017-03-10,Jugement d'ouverture de liquidation judiciaire
441254141,2018-01-11,Jugement d'ouverture de liquidation judiciaire
441256419,2019-09-24,Jugement d'ouverture d'une procédure de redressement judiciaire
441256880,2019-09-02,Jugement d'ouverture de liquidation judiciaire
441261112,2019-10-14,Jugement d'ouverture de liquidation judiciaire
441262656,2018-10-11,Jugement d'ouverture de liquidation judiciaire
441265519,2018-10-03,Jugement d'ouverture de liquidation judiciaire
441266376,2018-09-13,Jugement d'ouverture de liquidation judiciaire
441273729,2020-11-02,Jugement d'ouverture de liquidation judiciaire
441274255,2017-03-28,Jugement d'ouverture d'une procédure de redressement judiciaire
441274867,2020-09-25,Jugement d'ouverture de liquidation judiciaire
441276185,2017-07-04,Jugement d'ouverture de liquidation judiciaire
441277357,2017-09-19,Jugement d'ouverture d'une procédure de redressement judiciaire
441281185,2019-12-16,Jugement d'ouverture de liquidation judiciaire
441282118,2018-05-09,Jugement d'ouverture d'une procédure de redressement judiciaire
441288115,2017-02-24,Jugement d'ouverture d'une procédure de redressement judiciaire
441288594,2020-06-09,Jugement d'ouverture de liquidation judiciaire
441292778,2017-02-07,Jugement d'ouverture de liquidation judiciaire
441293636,2019-11-08,Jugement d'ouverture d'une procédure de redressement judiciaire
441297850,2018-03-29,Jugement d'ouverture d'une procédure de redressement judiciaire
441301140,2020-02-19,Jugement d'ouverture d'une procédure de redressement judiciaire
441302759,2019-07-02,Jugement d'ouverture de liquidation judiciaire
441307287,2018-11-15,Jugement d'ouverture d'une procédure de redressement judiciaire
441307600,2021-11-09,Jugement d'ouverture de liquidation judiciaire
441308012,2019-04-02,Jugement d'ouverture d'une procédure de redressement judiciaire
441308046,2017-01-31,Jugement d'ouverture de liquidation judiciaire
441308426,2018-06-18,Jugement d'ouverture de liquidation judiciaire
441315868,2020-10-06,Jugement d'ouverture de liquidation judiciaire
441317955,2018-12-03,Jugement d'ouverture d'une procédure de sauvegarde
441323953,2021-12-15,Jugement d'ouverture d'une procédure de redressement judiciaire
441324654,2019-01-09,Autre jugement d'ouverture
441328135,2020-07-03,Jugement d'ouverture d'une procédure de redressement judiciaire
441331618,2020-01-21,Jugement d'ouverture d'une procédure de sauvegarde
441333440,2021-06-18,Jugement d'ouverture de liquidation judiciaire
441333739,2017-09-28,Jugement d'ouverture de liquidation judiciaire
441336237,2018-02-05,Jugement d'ouverture de liquidation judiciaire
441336393,2018-04-10,Jugement d'ouverture de liquidation judiciaire
441336914,2018-04-03,Jugement d'ouverture d'une procédure de redressement judiciaire
441341591,2020-07-15,Jugement d'ouverture de liquidation judiciaire
441341716,2017-07-25,Jugement d'ouverture de liquidation judiciaire
441349180,2020-02-13,Jugement d'ouverture de liquidation judiciaire
441352929,2020-04-02,Jugement d'ouverture de liquidation judiciaire
441353257,2020-10-22,Jugement d'ouverture d'une procédure de redressement judiciaire
441353265,2019-02-08,Jugement d'ouverture de liquidation judiciaire
441355443,2020-02-11,Jugement d'ouverture de liquidation judiciaire
441355807,2020-08-18,Jugement d'ouverture d'une procédure de redressement judiciaire
441359536,2018-04-20,Jugement d'ouverture de liquidation judiciaire
441360724,2017-04-13,Jugement d'ouverture de liquidation judiciaire
441361763,2019-11-05,Jugement d'ouverture de liquidation judiciaire
441363066,2021-11-08,Jugement d'ouverture de liquidation judiciaire
441366028,2019-08-28,Jugement d'ouverture de liquidation judiciaire
441368719,2017-09-06,Jugement d'ouverture de liquidation judiciaire
441369071,2017-02-09,Jugement d'ouverture de liquidation judiciaire
441370475,2021-09-02,Jugement d'ouverture d'une procédure de sauvegarde
441371804,2021-01-08,Jugement d'ouverture d'une procédure de redressement judiciaire
441372380,2020-06-23,Jugement d'ouverture de liquidation judiciaire
441372604,2018-03-01,Jugement d'ouverture de liquidation judiciaire
441372661,2019-07-19,Jugement d'ouverture de liquidation judiciaire
441374659,2021-06-25,Jugement d'ouverture d'une procédure de redressement judiciaire
441376878,2017-01-30,Jugement d'ouverture d'une procédure de redressement judiciaire
441379260,2018-02-13,Jugement d'ouverture de liquidation judiciaire
441379427,2021-09-14,Jugement d'ouverture de liquidation judiciaire
441379609,2017-05-31,Jugement d'ouverture de liquidation judiciaire
441380623,2019-05-29,Jugement d'ouverture de liquidation judiciaire
441382041,2017-10-31,Jugement d'ouverture d'une procédure de redressement judiciaire
441382470,2017-04-05,Jugement d'ouverture de liquidation judiciaire
441384989,2019-05-10,Jugement d'ouverture d'une procédure de redressement judiciaire
441386877,2018-04-23,Jugement d'ouverture de liquidation judiciaire
441393683,2019-02-20,Jugement d'ouverture d'une procédure de redressement judiciaire
441396942,2021-11-03,Jugement d'ouverture d'une procédure de sauvegarde
441397221,2019-10-01,Jugement d'ouverture de liquidation judiciaire
441404605,2017-03-24,Jugement d'ouverture d'une procédure de redressement judiciaire
441405966,2019-07-08,Jugement d'ouverture d'une procédure de redressement judiciaire
441406337,2017-05-10,Jugement d'ouverture de liquidation judiciaire
441406469,2017-01-24,Jugement d'ouverture de liquidation judiciaire
441407624,2019-02-12,Jugement d'ouverture de liquidation judiciaire
441410834,2018-02-14,Jugement d'ouverture d'une procédure de redressement judiciaire
441410859,2021-03-09,Jugement d'ouverture d'une procédure de redressement judiciaire
441412053,2017-08-23,Jugement d'ouverture d'une procédure de sauvegarde
441414232,2019-03-25,Jugement d'ouverture d'une procédure de redressement judiciaire
441414729,2017-03-01,Jugement d'ouverture d'une procédure de redressement judiciaire
441417854,2019-09-10,Jugement d'ouverture d'une procédure de redressement judiciaire
441420379,2020-10-21,Jugement d'ouverture d'une procédure de redressement judiciaire
441421005,2018-09-18,Jugement d'ouverture d'une procédure de redressement judiciaire
441421245,2017-05-24,Jugement d'ouverture de liquidation judiciaire
441421427,2017-03-08,Jugement d'ouverture de liquidation judiciaire
441425873,2018-10-03,Jugement d'ouverture de liquidation judiciaire
441426269,2019-03-25,Jugement d'ouverture d'une procédure de redressement judiciaire
441426939,2020-02-05,Jugement d'ouverture d'une procédure de redressement judiciaire
441428885,2018-07-05,Jugement d'ouverture de liquidation judiciaire
441430477,2020-10-27,Jugement d'ouverture d'une procédure de redressement judiciaire
441432382,2020-02-03,Jugement d'ouverture de liquidation judiciaire
441436581,2018-03-19,Jugement d'ouverture de liquidation judiciaire
441436938,2019-01-11,Jugement d'ouverture de liquidation judiciaire
441437274,2017-07-04,Jugement d'ouverture de liquidation judiciaire
441442761,2021-09-28,Jugement d'ouverture de liquidation judiciaire
441444973,2018-06-05,Jugement d'ouverture de liquidation judiciaire
441446614,2020-12-15,Jugement d'ouverture de liquidation judiciaire
441448255,2018-10-22,Jugement d'ouverture de liquidation judiciaire
441451747,2018-10-12,Jugement d'ouverture d'une procédure de redressement judiciaire
441452430,2017-05-05,Jugement d'ouverture d'une procédure de redressement judiciaire
441454758,2018-10-23,Jugement d'ouverture de liquidation judiciaire
441455292,2018-02-06,Jugement d'ouverture d'une procédure de redressement judiciaire
441455664,2017-09-29,Jugement d'ouverture de liquidation judiciaire
441456027,2018-12-11,Jugement d'ouverture d'une procédure de redressement judiciaire
441456712,2019-09-20,Jugement d'ouverture de liquidation judiciaire
441459021,2021-05-19,Jugement d'ouverture d'une procédure de redressement judiciaire
441460367,2018-01-30,Jugement d'ouverture d'une procédure de redressement judiciaire
441460698,2018-04-05,Jugement d'ouverture d'une procédure de redressement judiciaire
441461399,2019-12-16,Jugement d'ouverture de liquidation judiciaire
441462496,2019-07-11,Jugement d'ouverture de liquidation judiciaire
441463023,2018-05-16,Jugement d'ouverture d'une procédure de redressement judiciaire
441463635,2021-09-14,Jugement d'ouverture d'une procédure de redressement judiciaire
441465093,2020-12-16,Jugement d'ouverture d'une procédure de redressement judiciaire
441466646,2018-06-22,Jugement d'ouverture d'une procédure de sauvegarde
441466646,2019-07-22,Jugement d'ouverture de liquidation judiciaire
441467479,2017-01-24,Jugement d'ouverture de liquidation judiciaire
441468600,2021-01-06,Jugement d'ouverture de liquidation judiciaire
441468618,2018-06-01,Jugement d'ouverture d'une procédure de redressement judiciaire
441473014,2021-09-14,Jugement d'ouverture d'une procédure de redressement judiciaire
441475118,2017-10-04,Jugement d'ouverture de liquidation judiciaire
441475365,2021-02-18,Jugement d'ouverture de liquidation judiciaire
441478336,2018-05-14,Jugement d'ouverture d'une procédure de redressement judiciaire
441479060,2021-03-18,Jugement d'ouverture de liquidation judiciaire
441479771,2016-12-21,Jugement d'ouverture de liquidation judiciaire
441481702,2018-10-09,Jugement d'ouverture de liquidation judiciaire
441482361,2017-01-04,Jugement d'ouverture de liquidation judiciaire
441486016,2021-05-05,Jugement d'ouverture de liquidation judiciaire
441486412,2019-01-16,Jugement d'ouverture de liquidation judiciaire
441486768,2020-09-30,Jugement d'ouverture de liquidation judiciaire
441488145,2021-01-21,Jugement d'ouverture d'une procédure de redressement judiciaire
441494192,2020-05-14,Jugement d'ouverture d'une procédure de redressement judiciaire
441495918,2017-10-10,Jugement d'ouverture de liquidation judiciaire
441500501,2020-02-21,Jugement d'ouverture d'une procédure de sauvegarde
441501038,2017-03-15,Jugement d'ouverture de liquidation judiciaire
441501541,2017-01-20,Jugement d'ouverture de liquidation judiciaire
441504313,2021-11-16,Jugement d'ouverture de liquidation judiciaire
441510500,2018-01-16,Jugement d'ouverture d'une procédure de redressement judiciaire
441512951,2017-07-12,Jugement d'ouverture d'une procédure de redressement judiciaire
441514437,2019-12-17,Jugement d'ouverture d'une procédure de sauvegarde
441515566,2019-12-30,Jugement d'ouverture d'une procédure de redressement judiciaire
441515996,2017-12-06,Jugement d'ouverture d'une procédure de sauvegarde
441516630,2017-06-02,Jugement d'ouverture d'une procédure de redressement judiciaire
441517240,2019-03-08,Jugement d'ouverture de liquidation judiciaire
441519154,2019-05-22,Jugement d'ouverture de liquidation judiciaire
441521762,2020-01-22,Jugement d'ouverture d'une procédure de redressement judiciaire
441524105,2019-07-12,Jugement d'ouverture d'une procédure de redressement judiciaire
441524345,2017-06-28,Jugement d'ouverture d'une procédure de sauvegarde
441525193,2017-02-06,Jugement d'ouverture d'une procédure de redressement judiciaire
441525193,2021-11-22,Jugement d'ouverture de liquidation judiciaire
441530631,2018-07-27,Jugement d'ouverture d'une procédure de redressement judiciaire
441530698,2019-03-21,Jugement d'ouverture d'une procédure de redressement judiciaire
441532561,2021-10-06,Jugement d'ouverture de liquidation judiciaire
441532801,2019-05-13,Jugement d'ouverture d'une procédure de sauvegarde
441533429,2017-10-03,Jugement d'ouverture de liquidation judiciaire
441544798,2019-05-06,Jugement d'ouverture d'une procédure de sauvegarde
441544970,2020-02-27,Jugement d'ouverture d'une procédure de redressement judiciaire
441545720,2020-02-14,Jugement d'ouverture de liquidation judiciaire
441547460,2017-09-20,Jugement d'ouverture de liquidation judiciaire
441548997,2019-07-02,Jugement d'ouverture d'une procédure de redressement judiciaire
441552825,2020-02-24,Jugement d'ouverture d'une procédure de redressement judiciaire
441553021,2019-03-21,Jugement d'ouverture de liquidation judiciaire
441553518,2017-02-22,Jugement d'ouverture de liquidation judiciaire
441555364,2019-09-11,Jugement d'ouverture de liquidation judiciaire
441556594,2018-10-09,Jugement d'ouverture d'une procédure de redressement judiciaire
441556594,2021-06-22,Jugement d'ouverture de liquidation judiciaire
441562543,2021-06-22,Jugement d'ouverture de liquidation judiciaire
441562998,2020-02-21,Jugement d'ouverture d'une procédure de redressement judiciaire
441563814,2017-07-12,Jugement d'ouverture de liquidation judiciaire
441566619,2019-04-09,Jugement d'ouverture de liquidation judiciaire
441566635,2020-01-22,Jugement d'ouverture d'une procédure de redressement judiciaire
441573979,2017-01-18,Jugement d'ouverture de liquidation judiciaire
441576030,2020-12-15,Jugement d'ouverture de liquidation judiciaire
441576915,2021-03-30,Jugement d'ouverture de liquidation judiciaire
441578200,2017-01-13,Jugement d'ouverture d'une procédure de redressement judiciaire
441579232,2020-05-07,Jugement d'ouverture de liquidation judiciaire
441579745,2020-07-07,Jugement d'ouverture de liquidation judiciaire
441580669,2017-02-21,Jugement d'ouverture d'une procédure de redressement judiciaire
441581006,2021-12-02,Jugement d'ouverture de liquidation judiciaire
441583218,2017-12-19,Jugement d'ouverture de liquidation judiciaire
441584539,2018-07-06,Jugement d'ouverture d'une procédure de redressement judiciaire
441586369,2017-12-20,Jugement d'ouverture d'une procédure de redressement judiciaire
